   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:31 - 17.10.06 11:32
                                                                                 
 Ring :   1.2 GeV   300.1 mA -  300.7 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.64048 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  12.61311  12.61365    0.0034  28326079  18685949      -548
  12.61269  12.61324    0.0034  28321279  18666949      -548
  12.61228  12.61283    0.0034  28319879  18642149      -548
  12.61186  12.61241    0.0034  28323879  18624849     -1081
  12.61144  12.61200    0.0034  28318579  18620549       -14
  12.61103  12.61158    0.0034  28311079  18613649     -1348
  12.61061  12.61115    0.0034  28299079  18608349       -14
  12.61019  12.61071    0.0034  28299379  18601949     -1081
  12.60978  12.61027    0.0034  28312679  18611749      -281
  12.60936  12.60985    0.0034  28309779  18613949      -814
  12.60894  12.60944    0.0034  28310579  18614749      -548
  12.60853  12.60904    0.0034  28297279  18605649      -548
  12.60811  12.60865    0.0034  28312279  18606649      -813
  12.60769  12.60825    0.0034  28308679  18604849      -281
  12.60728  12.60785    0.0034  28306079  18596049     -1081
  12.60686  12.60744    0.0034  28294279  18569349       519
  12.60644  12.60701    0.0034  28287079  18560849     -1081
  12.60603  12.60657    0.0034  28296479  18547749       -14
  12.60561  12.60614    0.0034  28310579  18525949      -814
  12.60519  12.60571    0.0034  28292179  18488349       -14
  12.60478  12.60529    0.0034  28286279  18439549      -548
  12.60436  12.60488    0.0034  28282879  18408349      -281
  12.60394  12.60447    0.0034  28291379  18373149       -14
  12.60353  12.60405    0.0034  28300979  18329349      -548
  12.60311  12.60364    0.0034  28276679  18285949       252
  12.60269  12.60323    0.0034  28287879  18223249      -814
  12.60228  12.60282    0.0034  28287679  18170149       252
  12.60186  12.60241    0.0034  28286879  18130449      -548
  12.60144  12.60199    0.0034  28288479  18081949       -12
  12.60103  12.60157    0.0034  28282279  18027249      -548
  12.60061  12.60114    0.0034  28267379  17971749      -281
  12.60019  12.60070    0.0034  28277479  17935549      -281
  12.59978  12.60027    0.0034  28278279  17905349      -281
  12.59936  12.59984    0.0034  28272179  17846749       252
  12.59894  12.59943    0.0034  28267879  17810449     -1081
  12.59853  12.59904    0.0034  28267879  17774949       519
  12.59811  12.59864    0.0034  28266879  17741649      -814
  12.59769  12.59825    0.0034  28262579  17714149       519
  12.59728  12.59785    0.0034  28263079  17685649      -814
  12.59686  12.59743    0.0034  28257279  17642149      -281
  12.59644  12.59701    0.0034  28258579  17614149       -14
  12.59603  12.59657    0.0034  28252679  17598949      -548
  12.59561  12.59614    0.0034  28256979  17573149       252
  12.59519  12.59571    0.0034  28256979  17540849      -814
  12.59478  12.59529    0.0034  28265579  17522549       254
  12.59436  12.59488    0.0034  28250879  17495549      -814
  12.59394  12.59447    0.0034  28240979  17462449       252
  12.59353  12.59405    0.0034  28246279  17439249      -814
  12.59311  12.59364    0.0034  28247079  17399749       -14
  12.59269  12.59323    0.0034  28235679  17380849      -548
  12.59228  12.59282    0.0034  28242279  17348049      -281
  12.59186  12.59241    0.0034  28235079  17312049       -14
  12.59144  12.59199    0.0034  28235679  17280549     -1081
  12.59103  12.59157    0.0034  28235379  17246149       -14
  12.59061  12.59114    0.0034  28219379  17212849     -1348
  12.59019  12.59070    0.0034  28221279  17165649       252
  12.58978  12.59026    0.0034  28238279  17128849     -1081
  12.58936  12.58984    0.0034  28217779  17077649       252
  12.58894  12.58943    0.0034  28227079  17042449     -1081
  12.58853  12.58903    0.0034  28220179  17003749      -548
  12.58811  12.58864    0.0034  28225079  16961949      -546
  12.58769  12.58824    0.0034  28216479  16907249      -814
  12.58728  12.58783    0.0034  28219879  16867249      -281
  12.58686  12.58742    0.0034  28213279  16818949     -1081
  12.58644  12.58699    0.0034  28208679  16773949       -14
  12.58603  12.58655    0.0034  28198579  16743249     -1348
  12.58561  12.58612    0.0034  28195079  16709349      -281
  12.58519  12.58569    0.0034  28204979  16670749     -1348
  12.58478  12.58527    0.0034  28195379  16646949      -548
  12.58436  12.58486    0.0034  28194879  16620049     -1081
  12.58394  12.58445    0.0034  28194579  16595749      -814
  12.58353  12.58403    0.0034  28190879  16591249      -814
  12.58311  12.58362    0.0034  28188179  16572849      -814
  12.58269  12.58321    0.0034  28178279  16567549      -281
  12.58228  12.58280    0.0034  28174279  16569149     -1348
  12.58186  12.58239    0.0034  28185479  16570449       252
  12.58144  12.58198    0.0034  28174879  16593149     -1614
  12.58103  12.58155    0.0034  28178679  16609849       -12
  12.58061  12.58112    0.0034  28153779  16616349     -1348
  12.58019  12.58068    0.0034  28162079  16647749      -548
  12.57978  12.58025    0.0034  28172179  16680549      -814
  12.57936  12.57982    0.0034  28159679  16717949      -814
  12.57894  12.57941    0.0034  28161779  16767749      -548
  12.57853  12.57901    0.0034  28161479  16814949     -1081
  12.57811  12.57862    0.0034  28162879  16866149       -14
  12.57769  12.57823    0.0034  28161479  16913349     -1348
  12.57728  12.57782    0.0034  28153279  16982949       252
  12.57686  12.57741    0.0034  28147079  17041349     -1081
  12.57644  12.57698    0.0034  28149479  17105649       -14
  12.57603  12.57654    0.0034  28154079  17180049      -814
  12.57561  12.57611    0.0034  28158879  17242149      -548
  12.57519  12.57568    0.0034  28146579  17316049      -548
  12.57478  12.57526    0.0034  28130879  17390749      -814
  12.57436  12.57485    0.0034  28144779  17473749       -12
  12.57394  12.57444    0.0034  28147679  17547249     -1081
  12.57353  12.57402    0.0034  28132179  17622749       252
  12.57311  12.57361    0.0034  28117279  17692549     -1081
  12.57269  12.57320    0.0034  28135379  17758949       252
  12.57228  12.57279    0.0034  28128179  17832349      -814
  12.57186  12.57238    0.0034  28122279  17899749       -14
  12.57144  12.57196    0.0034  28129279  17972349      -281
  12.57103  12.57154    0.0034  28106879  18035249      -281
  12.57061  12.57110    0.0034  28124479  18116349      -281
  12.57019  12.57067    0.0034  28108179  18170949      -814
  12.56978  12.57023    0.0034  28117479  18238749       252
  12.56936  12.56981    0.0034  28109279  18294449      -814
  12.56894  12.56940    0.0034  28112979  18354749       252
  12.56853  12.56900    0.0034  28109279  18420549      -814
  12.56811  12.56861    0.0034  28110279  18478949       252
  12.56769  12.56822    0.0034  28108779  18534049      -279
  12.56728  12.56781    0.0034  28080679  18596549      -281
  12.56686  12.56739    0.0034  28092679  18646149       -14
  12.56644  12.56697    0.0034  28100179  18704349      -548
  12.56603  12.56653    0.0034  28092679  18761149       519
  12.56561  12.56610    0.0034  28079379  18809149      -814
  12.56519  12.56567    0.0034  28092479  18860049       519
  12.56478  12.56525    0.0034  28088979  18907249      -814
  12.56436  12.56483    0.0034  28098579  18970149       519
  12.56394  12.56442    0.0034  28090879  19011249      -548
  12.56353  12.56401    0.0034  28078579  19042749       -14
  12.56311  12.56359    0.0034  28092179  19079749      -281
  12.56269  12.56318    0.0034  28086579  19115249      -548
  12.56228  12.56277    0.0034  28069279  19151249       -14
  12.56186  12.56236    0.0034  28070879  19166449      -548
  12.56144  12.56194    0.0034  28083879  19192349       519
  12.56103  12.56152    0.0034  28069579  19226549      -813
  12.56061  12.56108    0.0034  28072679  19230749       252
  12.56019  12.56065    0.0034  28063379  19257349      -814
  12.55978  12.56021    0.0034  28064679  19276349       -14
  12.55936  12.55979    0.0034  28074279  19294449      -814
  12.55894  12.55938    0.0034  28053279  19326149      -281
  12.55853  12.55898    0.0034  28067379  19344049      -281
  12.55811  12.55858    0.0034  28049279  19369149      -814
  12.55769  12.55819    0.0034  28055079  19403249       252
  12.55728  12.55778    0.0034  28069779  19446149      -814
  12.55686  12.55737    0.0034  28051379  19470949       252
  12.55644  12.55693    0.0034  28054579  19533149     -1081
  12.55603  12.55650    0.0034  28049479  19573649       -14
  12.55561  12.55606    0.0034  28050879  19631249      -814
  12.55519  12.55563    0.0034  28040179  19672849      -281
  12.55478  12.55521    0.0034  28043079  19729949      -281
  12.55436  12.55480    0.0034  28052979  19797049      -813
  12.55394  12.55439    0.0034  28048979  19863549       -14
  12.55353  12.55398    0.0034  28043079  19928049     -1081
  12.55311  12.55356    0.0034  28041279  19997949       252
  12.55269  12.55315    0.0034  28036179  20059249     -1614
  12.55228  12.55274    0.0034  28050079  20130449       -14
  12.55186  12.55233    0.0034  28046579  20188849     -1081
  12.55144  12.55192    0.0034  28035079  20250749      -281
  12.55103  12.55149    0.0034  28036979  20321349      -814
  12.55061  12.55106    0.0034  28042079  20373949      -814
  12.55019  12.55062    0.0034  28031679  20441949      -814
  12.54978  12.55019    0.0034  28039879  20479249     -1348
  12.54936  12.54976    0.0034  28015379  20527549      -281
  12.54894  12.54936    0.0034  28025479  20578149     -1348
  12.54853  12.54896    0.0034  28027379  20628549       -14
  12.54811  12.54857    0.0034  28017479  20663249     -1348
  12.54769  12.54817    0.0034  28014579  20700249      -279
  12.54728  12.54777    0.0034  28014279  20716349      -814
  12.54686  12.54735    0.0034  28013779  20739749      -548
  12.54644  12.54692    0.0034  28020179  20772549      -814
  12.54603  12.54649    0.0034  28025779  20782149      -814
  12.54561  12.54605    0.0034  28011679  20779249      -281
  12.54519  12.54562    0.0034  27999379  20775749     -1081
  12.54478  12.54521    0.0034  28009479  20775749       252
  12.54436  12.54480    0.0034  28022279  20779749     -1348
  12.54394  12.54438    0.0034  28008979  20762449       -14
  12.54353  12.54397    0.0034  28007879  20728849     -1081
  12.54311  12.54356    0.0034  28004679  20708549      -281
  12.54269  12.54315    0.0034  28013779  20700049      -548
  12.54228  12.54273    0.0034  28014279  20660349      -814
  12.54186  12.54233    0.0034  28001279  20629949      -281
  12.54144  12.54191    0.0034  27994079  20576349     -1081
  12.54103  12.54149    0.0034  28001479  20540749       254
  12.54061  12.54106    0.0034  27992179  20493349     -1348
  12.54019  12.54062    0.0034  27965479  20438749       -14
  12.53978  12.54019    0.0034  27952179  20369349     -1081
  12.53936  12.53977    0.0034  27932679  20303549       -14
  12.53894  12.53936    0.0034  27931379  20250149      -814
  12.53853  12.53896    0.0034  27921279  20189349      -281
  12.53811  12.53857    0.0034  27919679  20121949      -548
  12.53769  12.53818    0.0034  27882879  20052049      -814
  12.53728  12.53777    0.0034  27886279  19986749       -14
  12.53686  12.53735    0.0034  27889279  19929149      -814
  12.53644  12.53693    0.0034  27884679  19868049       252
  12.53603  12.53649    0.0034  27873779  19797149      -814
  12.53561  12.53606    0.0034  27865779  19736549       252
  12.53519  12.53563    0.0034  27875079  19688049     -1081
  12.53478  12.53521    0.0034  27880679  19629349       252
  12.53436  12.53480    0.0034  27869279  19569949      -548
  12.53394  12.53438    0.0034  27875579  19507149       -12
  12.53353  12.53397    0.0034  27857279  19460549      -281
  12.53311  12.53356    0.0034  27869779  19412349      -814
  12.53269  12.53315    0.0034  27867079  19374449       252
  12.53228  12.53273    0.0034  27874879  19322949     -1348
  12.53186  12.53232    0.0034  27874579  19265149       519
  12.53144  12.53191    0.0034  27872679  19227249     -1081
  12.53103  12.53148    0.0034  27879079  19190449       -14
  12.53061  12.53105    0.0034  27878579  19161949      -281
  12.53019  12.53061    0.0034  27879079  19111549      -281
  12.52978  12.53018    0.0034  27867679  19068549      -281
  12.52936  12.52975    0.0034  27880179  19046449      -814
  12.52894  12.52935    0.0034  27884679  19005349       252
  12.52853  12.52895    0.0034  27890079  18984049     -1081
  12.52811  12.52856    0.0034  27896979  18965349       519
  12.52769  12.52816    0.0034  27895079  18945349     -1348
  12.52728  12.52775    0.0034  27914579  18929149       254
  12.52686  12.52734    0.0034  27918279  18903249      -814
  12.52644  12.52690    0.0034  27912679  18892549      -281
  12.52603  12.52647    0.0034  27924179  18884049      -548
  12.52561  12.52604    0.0034  27932979  18870949      -814
  12.52519  12.52561    0.0034  27940179  18868349       -14
  12.52478  12.52519    0.0034  27948179  18874449      -548
  12.52436  12.52478    0.0034  27947079  18868549       -14
  12.52394  12.52437    0.0034  27930579  18858949     -1081
  12.52353  12.52395    0.0034  27946879  18856849       252
  12.52311  12.52354    0.0034  27960179  18865949     -1081
  12.52269  12.52313    0.0034  27968179  18865649      -281
  12.52228  12.52272    0.0034  27950279  18872049      -814
  12.52186  12.52231    0.0034  27945479  18861349      -548
  12.52144  12.52189    0.0034  27952979  18866449      -548
  12.52103  12.52147    0.0034  27951079  18881649      -814
  12.52061  12.52104    0.0034  27967379  18886649      -279
  12.52019  12.52060    0.0034  27947879  18879749     -1081
  12.51978  12.52017    0.0034  27947879  18878949       -14
  12.51936  12.51974    0.0034  27942279  18877649     -1348
  12.51894  12.51933    0.0034  27938579  18887749       -14
  12.51853  12.51894    0.0034  27924679  18886949     -1081
  12.51811  12.51855    0.0034  27935079  18880049      -548
  12.51769  12.51815    0.0034  27926279  18877149     -1081
  12.51728  12.51775    0.0034  27931079  18868549      -814
  12.51686  12.51733    0.0034  27943679  18868049      -281
  12.51644  12.51690    0.0034  27932979  18853149     -1081
  12.51603  12.51647    0.0034  27922579  18822149       -14
  12.51561  12.51603    0.0034  27930079  18820849     -1348
  12.51519  12.51560    0.0034  27933279  18798149       -14
  12.51478  12.51518    0.0034  27934579  18773949     -1081
  12.51436  12.51478    0.0034  27934079  18740849      -281
